,price
17152,6867
29204,698
53190,2655
34188,468
37973,1013
1234,2942
44841,523
18093,7341
50601,2297
9255,4564
44792,1632
35096,891
52154,548
37001,969
684,2851
23202,11263
24134,12377
21604,9741
20169,8645
42655,1350
38562,1041
8953,4504
47546,1882
25135,13784
41756,1259
29717,709
33205,462
47950,1932
26380,15984
31218,758
15926,6388
39199,1071
8625,4452
25104,13735
19142,7934
31740,775
16571,6636
43815,516
34060,854
7855,4309
51789,2440
33359,828
21573,9710
37905,1009
14780,5966
10584,4827
26797,16786
34108,854
16165,6477
10715,4850
25854,15053
48892,2054
31368,765
36427,945
15608,6272
51044,2348
13248,5487
9001,4514
1212,2939
4979,3740
37656,999
34241,862
18344,618
31153,756
24754,13198
32375,794
29657,708
52749,2585
46537,1789
14123,5743
40983,1195
38669,1046
1095,2913
21019,9240
14738,5946
13882,5664
19924,8517
38644,1046
42797,1364
18767,7697
7041,579
53645,2730
1160,2926
15445,6201
49592,2154
47164,396
38070,1015
2768,3253
34341,864
27073,17351
21468,9609
3951,3507
43854,394
8095,4350
36135,933
51433,2392
13435,5530
20300,8741
20156,8639
21868,9987
22465,10553
49192,2095
29765,710
51800,2441
11542,5037
26462,16174
17007,612
8009,4333
31541,450
45184,524
42299,1314
53652,2731
30413,732
42036,1286
19464,8138
37763,1004
53073,2637
22515,10618
14439,5841
17165,6873
20054,8574
24154,12400
30285,729
41476,393
41632,1245
33868,845
26707,16601
4576,3655
3235,3354
51653,2415
20569,8911
45834,526
4722,573
28584,676
20622,8951
45405,1687
38034,1013
7032,4163
38619,1044
329,2803
44501,1608
37290,983
47483,1881
33617,838
33126,821
25117,13757
7399,4226
18594,7602
29250,698
19586,8245
5607,3876
52401,2533
3148,3334
34052,854
8606,4448
19977,421
53470,552
25463,14330
209,2779
3271,3362
37485,485
1004,2898
19743,8355
48628,2019
13518,5550
10532,4816
27457,18257
28760,683
11525,5032
48648,2022
31824,776
6212,4004
45583,1698
36310,942
4102,3538
33021,816
47367,1866
53677,2736
9340,589
18526,7573
46102,1753
6403,4043
12043,5156
7632,4269
1728,561
18055,7316
1868,3072
45037,1655
14677,605
31476,766
11441,5012
40823,1179
1971,3091
40136,492
51231,2367
20067,8580
15588,6270
694,2853
22113,10203
12047,5158
25737,14779
17973,7287
37820,486
35052,890
43182,1402
32349,792
25574,14505
35862,476
34445,869
2114,3119
3629,3434
18657,619
27703,648
53129,2649
40794,499
11292,4986
37809,485
44056,1569
36331,942
43808,516
19669,8286
29048,690
40706,1172
39080,1064
26372,15966
27916,658
45335,1676
17040,6809
39452,1082
50893,2329
40954,1192
48842,538
50322,2266
50527,2287
2484,3195
50313,2264
28072,665
39973,1114
47679,1904
38735,1050
38910,1056
29455,703
25745,14801
3409,568
21159,9346
49018,2070
10745,4854
7192,4191
26617,427
386,2812
33927,849
14674,605
41792,1262
15185,6110
37552,992
7953,4324
51228,2366
8118,4355
4299,3593
47848,533
24783,13239
12076,5166
20472,8847
11179,4959
37136,976
5914,3942
49777,2184
38165,386
35476,906
16480,6600
28083,665
3130,3328
8015,4334
27050,17278
6780,4116
6618,4088
35395,904
20157,8640
10559,4821
35007,886
20047,8566
27657,18741
33312,828
9399,4588
11219,4967
47686,1905
35157,895
37029,971
9784,4668
46077,1751
41340,1230
33822,844
20256,8712
27206,17714
29732,709
16226,6504
48644,2021
5591,3871
49765,2181
53610,2724
19285,8034
37036,972
14746,5947
51861,2444
632,2841
46718,1813
41936,1271
4535,3641
29849,713
22353,10428
12674,599
35165,895
31205,758
36952,968
25467,14341
2576,3215
35141,894
1756,3045
50567,2293
48659,2025
47675,1902
52903,2606
37138,976
49102,2085
53506,2706
22024,10093
11236,4969
25385,14199
25671,14652
35283,899
27007,17194
37030,971
46886,1819
9663,4652
16799,6716
15150,6098
38546,1040
23572,11650
44019,1564
36463,945
17094,6837
897,2875
11720,5077
37271,982
38641,1046
50712,2312
25825,14998
47418,1875
34263,863
44648,1623
690,2852
36859,961
48359,1982
35656,912
43033,1389
37696,1001
19517,8190
5206,3782
51250,2369
17790,7190
36087,931
3574,3421
916,2879
16911,6770
22727,10800
47088,1840
23039,11114
31285,761
19203,7979
11136,4948
48737,2037
42465,1331
52457,2543
29892,715
39032,1063
19396,8090
33697,842
12419,5243
4019,3525
27079,17360
24188,12454
22491,10580
27588,18611
15456,6208
17158,6871
44405,1605
18015,615
40891,1186
39197,1071
6806,4119
31212,758
35518,473
48465,1998
16450,6588
23671,633
30276,728
39159,491
26508,16277
25567,14498
30316,730
598,2838
20946,9205
4001,3519
43104,1399
46088,1752
45544,1695
38440,1034
38985,1061
45188,524
15471,6212
37848,1007
36943,968
45641,1708
45702,1715
11036,596
11936,5139
50497,544
34214,858
11109,4939
45701,1715
9611,4638
29669,708
20812,9076
47536,1882
14379,5820
40077,1122
39802,1105
2837,3270
45020,1654
20141,8631
3218,3352
28149,666
11324,4991
26355,15941
22331,10401
46979,1828
11530,5034
4695,3679
45772,1720
23778,11906
5241,3792
11545,5038
12500,5266
42718,1356
7338,4214
7396,4224
39574,1088
53127,2649
25428,14267
42454,1330
4482,3629
48127,1956
51117,2357
30960,750
37251,982
47114,1842
9180,4549
13411,5520
51079,2352
40002,1115
11906,5127
37376,984
27115,17455
18617,7623
18722,7672
47509,530
17430,7007
41961,1274
51971,2463
45287,1668
45442,1689
15120,6093
12878,5376
9475,4608
50896,2330
1074,558
14260,5787
44882,1637
26855,16942
33545,833
51007,2344
45855,1723
26224,15773
47020,1833
9386,4587
42321,1316
46846,1816
26880,17001
43727,1449
12598,5292
6083,3975
25689,14683
41616,1244
43864,394
38658,1046
42147,505
48366,1983
9187,4552
41924,1270
38773,1051
565,2832
20502,8865
5899,3936
47103,1841
31568,768
13873,5661
840,2868
36656,956
9834,4678
47060,1838
40409,1148
47318,1857
32530,457
25039,13623
35434,905
26548,16358
43417,1429
12334,597
47673,1902
9341,589
12975,5406
36860,961
31615,770
765,2858
51408,2387
44733,1628
44388,1601
46636,1803
40138,492
51516,2397
37633,997
47113,1842
2620,3226
46585,1794
45468,1691
39477,491
35794,918
17288,6951
36870,963
17682,614
20125,8623
15831,6347
34790,879
18232,7421
9385,4586
35453,906
50487,402
32839,810
33793,844
12751,5330
25788,14904
25034,13621
30344,730
30652,739
13908,5671
33957,851
23207,11267
48303,1974
26020,15312
31587,769
3499,3402
51159,544
44397,1603
35477,906
19116,7917
20601,8936
4242,3579
20344,625
49359,2120
1359,2964
12931,5390
42608,1343
31533,373
26148,15594
17263,6933
34346,864
23957,12182
1509,2995
50222,2248
12780,5342
36880,964
46603,1799
1845,3064
27939,658
12243,5210
7838,4304
6963,4153
27610,18700
49973,2210
29318,698
13769,5624
15700,6295
20284,8736
12002,596
4332,3601
29672,708
14367,5817
11678,596
44554,1612
10251,4752
25818,14973
36382,943
29369,701
2108,3118
12501,5266
10778,4862
28466,675
7773,4289
43676,1443
3644,3439
30171,724
38091,1016
11351,596
36951,968
48970,2065
51858,2444
52178,2496
46549,1790
636,2841
8983,4513
16630,6663
22666,10732
4512,3635
1193,2934
32813,810
40113,1124
17360,612
32305,791
45969,1742
13866,5656
6786,4116
2963,3298
21947,10062
9776,4666
22076,10150
4515,3638
9581,4632
14267,5791
3216,3351
34743,878
37297,983
2460,3192
32746,807
18066,7325
39657,1094
33257,827
33439,829
43250,1410
44676,1624
26623,427
30788,743
47124,1843
4151,3550
432,2815
5167,3774
23984,633
34600,874
26016,15303
48829,537
49474,2139
12697,5313
37,402
32544,459
33024,816
32140,789
20372,8774
53643,2729
43742,1452
37361,984
713,2856
559,2831
51774,2437
37089,974
35103,891
13091,5430
37305,983
12612,5294
50349,2268
6131,3989
25457,14319
39770,1103
30382,732
13092,5430
32542,458
26325,15878
20684,625
43256,1410
18890,7779
24714,13133
40200,1127
28812,684
18964,7824
24815,13289
13017,601
13879,5663
3747,3455
11600,5050
1597,3011
47642,1897
20874,9131
30677,740
42861,1368
43146,506
14080,5723
24312,636
9372,4586
53223,2658
22391,10471
4302,3595
35774,918
22694,10763
48550,2006
13285,5499
52606,2560
28439,673
7523,4244
38598,1042
52498,552
45230,1665
1559,3005
13313,5505
13528,5551
25017,13596
19317,622
7928,4319
2107,3118
30363,731
31262,760
45329,1676
38216,1020
19465,8138
51043,2348
30624,737
10447,4791
12561,5285
15863,6355
42029,1284
13936,5687
7939,4321
16105,6451
47490,1882
40795,499
19797,8401
43144,506
46126,1754
17290,6951
41996,1279
49687,2167
760,2858
19502,8176
33754,844
26867,16960
33092,818
30563,736
17064,6818
35365,901
43013,1389
16679,609
30712,742
30177,725
11735,5080
1785,3050
4382,571
21702,9817
48111,1953
9476,4609
4893,3723
22117,10206
12646,5306
15321,6165
42503,1332
47085,1840
29480,705
22211,10313
15234,6130
17254,6929
7407,4228
21692,9803
18101,7349
40081,1122
2648,3234
2586,3217
25287,14061
29381,702
19544,8214
11009,4920
35950,924
31042,754
11672,596
37571,993
4218,3572
38460,1035
9795,4671
30697,741
31075,755
12779,5342
26999,17182
9371,4586
20140,8631
7378,579
51681,2421
1754,3045
148,2768
25362,14157
49134,2090
38140,380
48262,1969
15545,6250
34381,866
5829,3920
3770,3461
28343,669
51803,2441
42618,1343
2015,3105
5192,3780
52575,2555
49072,2080
38524,1040
33371,828
38097,1016
48823,537
865,2872
46965,1827
23396,11437
45024,1654
4477,3626
51267,2371
49129,2090
16865,6749
32885,811
37598,995
4507,3634
5344,3816
21586,9727
352,2804
4460,3622
17157,6870
48813,2048
3873,3484
179,2776
12638,5303
24544,12912
26754,16709
21177,9368
7436,4234
44492,1608
5958,3950
14110,5739
34568,872
364,2807
14648,5923
15082,6076
32031,784
6038,576
8221,4374
52811,552
13895,5666
32345,792
2801,3264
44627,1621
35690,913
50653,2306
12856,5370
52493,552
24853,13351
1245,2946
22745,10821
20921,9176
13746,5618
30615,737
36821,961
38699,1047
3239,3355
32876,461
46591,1795
16150,6470
31100,756
45011,1654
14728,5940
18158,7387
49267,2106
6475,4060
11319,4989
44470,1607
22228,10331
36302,942
4394,571
22257,10349
51664,2416
23195,11255
20774,9045
20732,9012
3567,3420
43287,1414
40201,1127
43725,1449
45679,1712
25734,14775
21534,9682
11317,4989
38262,1024
50955,2336
17357,612
37067,972
38640,1046
37606,995
40366,1142
23761,11878
19420,8107
1789,3052
13739,5613
13662,5599
39963,1114
32383,795
25651,644
29256,698
43774,512
40232,1129
9230,4560
39098,1066
10,339
10839,4875
38636,1044
8855,4484
17810,7201
1403,561
50701,2311
47261,1848
48178,536
31958,779
10585,4827
44034,1566
47619,1893
2431,3184
8515,4429
34112,854
22620,10716
372,2808
909,2878
14915,6020
49778,2184
44854,523
2402,3179
43081,1397
32161,789
28743,683
11662,5065
21686,9799
39534,1087
11415,5006
34012,853
1195,2935
35758,917
29902,716
15704,6296
256,2790
16365,6548
8205,4372
1409,2968
53537,2714
20061,8577
4725,573
50048,2225
24722,13144
25192,13869
52086,2484
29508,705
10055,592
28952,687
45252,1667
4784,3697
13663,5600
7522,4244
9304,4579
15870,6360
1725,561
46535,1789
49996,2214
21823,9933
21514,9660
5912,3941
24843,13329
49550,2146
13886,5665
44896,1637
38379,1031
22891,10989
25964,645
50507,544
44591,1616
49037,2074
1379,559
7689,4277
3688,3449
28287,667
22258,10350
28067,664
10435,4788
34413,868
15659,607
36558,949
41580,1243
16182,6484
652,2844
52820,552
24256,12555
3621,3431
5328,3812
7219,4194
50665,2307
43659,1442
11162,4956
12,342
6152,3991
11663,5065
2810,3265
26902,17042
52922,2609
35457,906
11161,4956
46260,1765
42626,1345
30628,738
44870,1637
12363,5232
51312,2376
1506,2994
37134,975
29047,689
34898,882
53147,552
34416,868
21274,9471
15928,6389
6766,4113
38374,1031
36912,965
40969,1193
52366,2527
42705,1356
21605,9744
19093,7900
45130,1662
22286,10380
49228,2100
14963,6041
20460,8835
51985,2467
52095,2485
34311,863
12120,5174
19510,8184
3414,3382
22369,10445
14408,5831
32583,802
32800,810
7187,4191
51277,2372
27713,648
42296,1313
47510,530
12213,5200
47087,1840
22684,10752
17323,6968
18680,7644
17325,6968
30783,743
8749,4467
33513,462
4083,3534
21774,9891
27846,657
21966,10079
35645,911
42701,1356
48514,537
2651,3234
38142,381
21329,626
22030,10096
11595,5050
18205,7411
1312,2958
560,2831
7146,4182
33725,842
34878,472
37876,1008
39994,1115
40399,1147
31759,776
5387,3818
51302,2375
52770,2589
43271,1412
43575,1437
13535,5555
41615,1244
51576,2401
50022,2218
11197,4963
44004,1562
10391,4780
19344,8056
37408,987
35167,895
7310,4209
17276,6939
41101,1207
7737,4281
25557,14482
9597,4636
36617,954
35393,904
33012,816
11340,4997
30418,732
30807,744
3346,3380
19257,8014
15835,6350
44869,1637
41065,1203
28261,666
8959,4506
32584,802
19971,421
47303,1857
47790,1915
28876,685
23178,11234
39419,1080
4947,3734
8627,4452
43220,1407
16218,6502
9967,4704
46864,1818
93,2759
21550,9697
28583,676
28314,668
39939,1113
6791,4117
41907,1268
27757,650
53702,2741
44268,1585
13450,5535
48523,2001
40612,1163
16331,608
45721,1715
1885,3075
50317,2265
12786,5345
5773,3903
43480,508
20707,8990
30160,723
40958,1192
2,327
16091,6446
2759,3251
48426,1992
44821,1636
27928,658
26013,15293
9425,4593
27775,651
40617,1163
3175,3340
26425,16080
11294,4987
16304,6535
35233,898
30958,750
14274,5795
51447,2394
42314,1315
25025,13605
52750,2585
2511,3201
15248,6133
48144,1956
4491,3630
36389,944
2317,3167
7086,4167
18569,7589
37245,982
10082,4716
1155,2925
2486,3196
16713,6670
44791,1632
26728,16643
22948,11057
35995,926
19381,8075
19551,8217
13541,5555
4392,571
46637,1803
45839,526
18847,7745
44188,521
19230,7996
8872,4488
23970,12196
8859,4485
32328,791
34959,884
9921,4693
40769,1177
6668,4101
13358,601
18454,7532
40931,1190
23977,633
22686,10757
12818,5357
38677,1046
43667,1443
31385,765
34502,470
38015,1013
40088,1123
20431,8815
50703,2311
46349,1777
31472,766
38066,1015
48872,2052
18706,7661
37008,970
43991,1560
10095,4718
13934,5686
27331,17955
16205,6499
44441,1607
7612,4264
23286,11387
42537,1334
11934,5139
21618,9761
19656,624
10141,4729
21657,627
50966,2337
2889,3282
30897,746
46848,1816
788,2861
10131,4725
19731,8342
24874,13379
46838,530
25738,14787
19569,8228
36169,477
43598,1438
22580,10684
24078,12305
49214,2098
36145,935
33351,828
9972,4704
46996,1830
28363,670
25705,14719
48162,534
32449,799
16733,6681
43743,1452
44874,1637
19733,8346
41002,1197
801,2862
46293,1770
41941,1272
30984,752
11650,5058
25368,14167
17273,6937
37941,1012
39267,1076
46050,1748
27940,658
46709,1812
17352,612
28618,679
18320,616
32222,789
40477,498
6853,4128
35524,473
6458,4054
29388,702
41876,1265
14855,5996
12809,5353
13806,5640
18000,614
39710,1098
52615,2562
34938,883
43106,1399
37855,1007
36490,947
8077,4341
2956,3297
45622,1705
32112,788
16016,6412
49391,2125
38383,1031
10974,4914
52979,2617
13444,5534
13824,5645
10067,4712
28341,669
42249,1305
26940,17114
35169,895
40879,1184
12397,5241
39291,1076
29217,436
15702,6295
44031,1566
44375,1600
32060,786
11139,4949
26382,15984
52040,2477
23296,422
18385,7493
34470,871
38409,1033
29521,706
48428,1993
33892,847
37289,983
818,2863
27599,18663
7764,4284
7727,4278
42531,1333
46986,1828
9735,4661
21923,10038
18595,7602
20493,8858
35901,921
37032,971
15329,605
7972,4326
4677,3675
19131,7928
22322,628
46812,526
48176,536
25761,14838
16246,6513
28549,433
4331,3601
39830,492
4663,3672
49875,2196
27862,429
6696,413
35135,894
11157,4955
9721,4659
13928,5682
5956,3950
16142,6468
51594,2403
37563,992
18824,7737
12884,5376
15401,6181
31113,756
34258,863
18976,7832
36015,927
6849,4128
1425,2973
34764,878
11864,5115
35459,906
28708,681
52912,2607
42487,505
31639,772
43209,1406
49316,2112
6843,4126
32275,790
28225,432
8572,4440
41916,1269
10813,4872
35029,888
49348,2117
42320,1316
3196,3346
26613,426
50775,2319
486,2821
370,2808
21376,9529
33551,833
48279,1971
27654,18735
6382,4038
50655,2306
15407,6183
8837,4480
30408,732
19622,8275
16682,610
17257,6931
30869,449
34815,880
32872,461
24003,635
47010,1832
13266,5491
38452,1035
23112,11179
30336,730
3632,3435
16493,6606
15893,6369
11656,5062
18522,7568
16691,610
44086,1571
25318,642
12663,599
669,2846
15184,6110
44513,522
32873,461
23161,11220
52784,2591
47824,1919
34207,858
29097,694
11039,596
15775,6327
20317,8752
39465,1084
22958,630
37579,994
45061,1656
3258,3360
34076,854
45569,1698
29990,720
13877,5662
52429,2536
40100,1123
34332,863
25762,14841
33714,842
11760,5087
42733,1358
30031,720
47317,1857
39349,1079
40727,1174
17615,7114
35771,918
24599,12996
11978,5148
19747,8359
38157,384
12055,5160
47363,1865
34077,854
11345,596
19859,8451
31115,756
2196,3140
4566,3650
24124,12364
31891,453
36737,957
35282,899
21248,9448
31095,756
12577,5290
42048,1286
15754,6319
47243,1847
42026,1284
22611,10709
22375,10450
41473,393
8791,4476
28264,666
50411,2276
12881,5376
20369,8773
21390,9540
11249,4973
9777,4667
5257,3796
25179,13846
45155,1662
13932,5684
5322,3810
11586,5048
29482,705
53529,2711
49266,2106
36069,929
51776,2437
23227,11302
12041,5155
38174,487
26751,16704
33480,832
5783,3906
4409,3612
11688,596
38688,1046
42782,1363
51160,544
38179,487
5574,3864
16934,6777
35825,919
36009,926
31498,767
47989,1939
48639,2021
46656,1806
8493,4425
51148,2361
19648,624
42089,1289
47913,1927
41212,1216
32471,800
18482,7550
23385,11430
48966,2064
40060,1120
53332,2681
36439,945
53140,552
37909,1009
43397,1427
20800,9069
41093,1207
41708,1254
26872,16985
10394,4781
50825,544
2934,3293
10794,4868
4311,3597
14691,605
39365,1079
21371,9526
26986,646
1353,2964
12489,5261
21217,9412
5752,3898
46423,1782
37066,972
51539,2398
24406,12725
16440,6586
3412,3382
10416,4786
19239,8003
400,554
35754,917
16043,6423
43019,1389
39373,1079
21182,9373
30255,727
25570,14502
26205,15729
4846,3711
24386,12697
42367,1320
12664,599
6554,4077
41548,1240
29401,702
49660,2164
49479,540
43565,1436
38549,1040
19657,624
597,2838
1102,2913
7233,4197
45611,1702
31106,756
519,2824
34523,872
37276,982
34131,855
40719,1173
5263,3798
33837,463
8419,4408
17463,7037
46679,1808
26784,16778
22995,11078
24230,12530
32694,804
665,2846
31320,764
46887,1819
13796,5635
48690,2030
29171,696
25605,14579
34467,871
28419,673
18261,7438
51379,2386
23704,11815
50565,2292
23184,11247
37684,1000
7065,4163
53331,2681
2979,3301
16988,6797
13750,5619
41758,1259
6861,4129
8168,4368
18897,7785
32450,799
8128,4355
29011,689
43876,1546
16475,6600
20229,8693
27250,17835
41152,1209
38014,1013
39709,1098
36664,956
53572,2720
17733,7157
34489,872
38674,1046
36545,948
15210,6121
15722,6301
47350,1865
4050,571
33382,828
13894,5666
40473,498
16956,6787
19965,8545
39873,1107
6372,576
7244,4198
5062,3750
36370,943
22139,10222
27563,18531
15764,6323
23332,631
40524,1154
42406,1323
44593,1616
25596,14558
16412,6569
26442,16123
43203,1406
10086,4717
26145,15587
30794,743
19768,8375
10766,4861
25958,645
22401,10478
35724,914
7869,4311
29823,711
42438,1327
5409,3823
25995,15255
40288,1134
37207,979
48786,2042
37458,989
34326,863
10892,4890
35256,898
3291,3368
18147,7372
36291,942
37310,983
15371,6169
3400,568
47168,397
17350,612
2272,3158
18758,7695
14429,5837
49333,2115
33001,815
35454,906
30598,737
25112,13753
9843,4679
16676,609
27412,18149
49662,2164
50051,2225
11392,5001
19254,8014
17261,6932
29510,706
27785,652
9964,4704
10635,4838
32624,802
45753,1720
42495,505
42278,1310
13231,5483
2739,3248
13201,5465
21263,9463
4357,3605
43310,1415
28754,683
19775,8385
6642,4093
10420,4788
46310,1773
20802,9071
42770,1361
37415,987
48135,1956
41831,505
27937,658
17070,6822
20968,9225
17221,6909
8458,4416
5791,3909
26582,16427
1726,561
39139,1069
18608,7614
49187,2094
19563,8225
43052,1392
45809,1723
37375,984
46695,1809
48155,1958
43883,1546
53626,2726
1067,558
40048,1117
23763,11880
24485,12829
11258,4975
10940,4904
16006,608
23351,11392
28205,362
38934,1058
6461,4054
19445,8120
889,2874
33734,843
10481,4798
5153,3770
34731,878
27701,648
9850,4679
12062,5163
14496,5865
25703,14715
1909,3081
15690,6291
8353,583
39601,1091
51533,2398
4134,3545
46159,526
2738,3248
2835,3270
26119,15520
7213,4194
40373,1142
33743,844
35036,889
36538,948
45333,1676
132,2764
42899,1374
33349,828
52492,552
9716,4657
41803,1263
33161,825
42986,1385
22942,11047
29565,706
30815,744
49991,2213
53279,2671
41169,1211
20661,625
8183,4368
49552,2147
20595,8930
53205,2657
24811,13287
37381,984
16607,6653
17358,612
8593,4443
27750,650
44459,1607
20393,8791
10150,4732
22606,10702
20982,9234
19787,8397
19899,8489
50657,2306
4712,572
35676,912
47187,530
48894,2055
8071,4340
11767,5088
18807,7727
15890,6368
38032,1013
38931,1057
19932,8521
24829,13317
52004,2471
21360,9516
23932,12150
5481,3842
52765,2587
23958,12182
6895,4136
21885,10006
27885,432
51552,2400
18768,7697
35418,905
17459,7032
53683,2737
50911,2331
8789,4476
3190,3344
42662,1350
25708,14725
3650,3442
44450,1607
45830,526
20454,8829
38744,1050
3370,408
33435,829
42372,1321
20842,9106
47730,1911
1764,3047
49985,2211
51070,2352
45271,1668
33782,844
50130,2239
15629,6283
28527,675
7903,4316
28615,678
13334,419
18120,7359
14692,605
11539,5036
17952,7277
17127,6855
41182,1213
20378,8778
26555,16378
28955,687
8817,4478
25692,14691
6284,4022
6273,4020
8536,4434
15651,6290
30028,720
41964,1274
12641,5305
51067,2352
43239,1409
24665,13061
20719,9001
49987,2211
46025,1746
37094,974
4662,3672
21498,9645
31359,765
8587,4443
13306,5504
32959,814
21596,9734
3641,3438
26336,15913
15799,6335
41802,1263
52150,548
21,352
36486,947
32563,802
35670,912
36074,930
44434,1606
5534,3856
48088,1949
19276,8029
43810,516
33547,833
41757,1259
15235,6132
36981,969
48436,1993
22912,11011
36199,936
17207,6903
50293,2263
26841,16904
46108,1753
36390,944
4259,3582
37493,485
1469,2984
13322,419
47156,394
25496,14386
44457,1607
51333,2378
8424,4412
368,2808
51959,2460
31021,753
13112,5437
9491,4612
16448,6588
30348,730
11384,5000
20594,8930
36613,954
11017,595
21700,9815
18105,7351
33172,826
36828,478
53574,2720
10683,4849
34592,873
10972,4914
52914,2608
36526,947
3232,3354
18302,7464
31467,766
7246,4199
28511,675
1831,3061
41307,1228
1242,2945
47459,1878
25735,14775
44719,1627
4656,3671
44971,1649
28906,436
8998,4514
50163,544
32737,806
41111,1207
51397,2386
45621,1705
41661,1249
7490,4241
42264,1308
18161,7388
14772,5960
45513,525
1777,3049
39287,1076
24161,12407
32312,791
15111,6088
11133,4948
13072,5424
52243,2507
1823,3059
31008,752
23027,11108
22784,10869
19935,8524
51412,2388
40039,1117
21630,9779
29294,698
14779,5964
16117,6458
45114,1660
12470,5257
16619,6660
737,557
16608,6654
3293,3368
33146,824
44252,1582
46195,1758
23290,422
3845,3478
28469,675
29441,703
47660,1901
13777,5626
53162,552
49198,2096
22301,10401
37792,1007
12270,5219
1658,3024
32980,814
23698,11796
20803,9071
1214,2939
21577,9712
15898,6372
41294,1227
15762,6322
14195,5766
33560,834
45518,526
42098,1291
53690,2737
53024,2629
37266,982
9505,4617
2413,3180
34492,469
27398,18119
32214,454
834,2867
9063,4523
9455,4604
42578,1340
52333,2519
12537,5278
13163,5454
29506,705
33988,852
42725,1356
22936,11040
44143,1577
5609,3876
11907,5127
4581,3656
15089,6078
10292,4764
9677,589
2523,3205
31933,778
52133,2492
19462,8134
29409,702
40228,1129
25881,15102
4782,3696
30782,743
19558,8221
31047,755
4381,571
38192,487
33760,844
14435,5839
7642,4269
39220,1073
18549,7584
41577,1242
32391,795
53546,2717
20187,8662
35281,899
51125,2359
46669,1807
10618,4834
26739,16683
48800,2045
7637,4269
42964,1383
6854,4128
10619,4836
44007,1562
1386,559
50586,2295
21323,626
555,2830
18705,7661
16704,6666
35863,476
3285,3365
9930,4697
9166,4545
7847,4307
1313,2958
26469,16189
20343,625
11095,4937
40218,1129
27909,658
38231,1020
14706,5935
32069,787
44013,1563
42399,1323
37840,1007
25757,14830
39339,1078
48372,1984
38043,1014
18653,619
46200,1758
18256,7437
2972,3299
24982,641
17806,7198
53779,2756
34625,875
50788,2319
29283,698
53116,2648
43074,1395
2765,3253
1541,3002
44563,1613
40030,1116
53186,2655
20991,625
8434,4413
23495,11560
29332,699
12388,5237
21922,10038
51179,544
26567,16398
42243,1304
45437,1689
46722,1813
8563,4437
3771,3461
17493,7056
4655,3671
50932,2333
11434,5010
32649,802
51370,2384
32536,458
294,2797
41034,1200
41894,1267
27499,18374
12682,599
19938,8525
9096,4532
1737,3038
49051,2076
20365,8770
33329,828
15357,6166
36113,932
11492,5025
42122,1293
9628,4641
53072,2637
8314,4395
45703,1715
9719,4657
50957,2336
21322,626
43890,1546
45853,1723
32826,810
29059,692
28942,687
35969,924
3435,3387
50446,2282
18033,7302
35278,899
42596,1342
17322,6968
46588,1795
28174,666
53128,2649
12886,5376
51611,2406
46933,1822
16138,6466
42942,1378
37789,1007
28114,666
30805,743
5993,3960
9107,4536
52496,552
20799,9069
22754,10827
26393,15992
27684,648
41297,1227
51247,2368
34840,378
12122,5174
14837,5988
38590,1041
44140,1577
13335,419
3513,3405
44451,1607
50217,2247
30992,752
50398,2275
45835,526
23866,12047
24094,12319
23341,631
3782,3463
49559,2147
31225,758
9336,4586
15385,6176
52299,2514
10702,593
27566,18541
26849,16922
35628,911
33989,852
42084,1289
4864,3714
24118,12349
13280,5497
12390,5238
6085,3975
26579,16425
12546,5280
4924,3730
4532,3640
53292,2673
34440,868
46946,1824
32408,796
47145,394
4055,571
49535,2143
50892,2329
10000,414
23535,11605
47239,1847
11953,5142
28400,672
2850,3274
29195,698
43005,1388
48246,1966
10255,4754
24290,12613
42255,1306
46660,1806
12879,5376
19838,8431
37085,973
42748,1359
25020,13598
23769,11888
5519,3854
858,2871
47070,1838
5972,3953
20823,9085
40643,1166
53355,2685
595,2838
52850,2596
8804,4478
24183,12443
41954,1273
28997,687
43738,1451
9746,4662
14352,605
10165,4737
1951,3087
9120,4537
5649,3881
15847,6352
7910,4317
14781,5966
7830,4304
2513,3201
39500,491
38327,1027
7526,4244
7860,4309
43795,515
4700,571
35001,886
32720,805
27626,648
24976,641
24340,12633
17560,7087
25008,13587
29774,710
31501,767
11926,5134
22044,10112
45751,1720
9215,4559
27874,431
25103,13734
20539,8889
46301,1772
29187,698
14086,5724
20625,8953
5424,3828
13265,5491
23831,11979
28840,684
15567,6260
40260,1132
28656,680
8995,4514
34318,863
17393,6987
23519,11580
14842,5989
10929,4900
22998,11081
37863,1007
36011,926
43822,516
21359,9516
727,556
31711,773
14591,5902
41901,1268
22104,10193
8169,4368
23244,11329
331,2803
39795,1105
211,2780
52624,2564
35031,888
39111,1067
44135,1576
3543,3415
28740,683
34206,858
10707,594
19252,8012
16251,6516
13237,5484
4792,3699
42188,1295
48518,2001
2017,3105
30980,752
52631,2565
39243,1074
42274,1309
44919,1641
33688,842
24111,12342
12171,5190
31634,772
16396,6563
4868,3716
33586,837
10976,4914
49825,540
9896,4689
453,2817
9241,4561
42616,1343
3457,3392
50423,2278
51492,544
17043,6810
36901,965
23806,11951
29715,709
33108,819
33708,842
35507,907
25988,15248
44564,1613
36964,969
33638,839
2786,3258
53177,2652
36839,479
29825,711
24074,12295
8222,4374
8123,4355
39131,1069
5796,3911
36445,945
8864,4486
51930,2456
48654,2023
29680,709
41570,1241
5188,3780
47248,1847
17492,7056
43076,1395
19613,8265
